model_name,iteration,fold,F1,ROC,acc-class-1,acc-class-2,SEN,SPE,MCC,TPR,FPR
RandomForestClassifier,0,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599,0.09090909090909091,0.01754385964912286
DecisionTree,0,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599,0.09090909090909091,0.01754385964912286
KNN,0,0,0.51295,0.51914,0.25,0.84375,0.09091,0.94737,0.0599,0.09090909090909091,0.052631578947368474
OneClassSVM,0,0,0.39526,0.42743,0.12121212121212122,0.8,0.36364,0.49123,-0.10693,0.36363636363636365,0.5087719298245614
LocalOutlierFactor,0,0,0.47998,0.48405,0.125,0.8333333333333334,0.09091,0.87719,-0.03646,0.09090909090909091,0.1228070175438597
IsolationForest,0,0,0.4958,0.50159,0.16666666666666666,0.8387096774193549,0.09091,0.91228,0.00414,0.09090909090909091,0.08771929824561409
Xgboost,0,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599,0.09090909090909091,0.01754385964912286
RandomForestClassifier,0,1,0.56099,0.57656,0.25,0.8653846153846154,0.36364,0.78947,0.13292,0.36363636363636365,0.21052631578947367
DecisionTree,0,1,0.50417,0.51037,0.2,0.8412698412698413,0.09091,0.92982,0.02925,0.09090909090909091,0.07017543859649122
KNN,0,1,0.58342,0.5941,0.2857142857142857,0.8703703703703703,0.36364,0.82456,0.17139,0.36363636363636365,0.17543859649122806
OneClassSVM,0,1,0.47361,0.60048,0.21052631578947367,0.9,0.72727,0.47368,0.14903,0.7272727272727273,0.5263157894736843
LocalOutlierFactor,0,1,0.56324,0.69856,0.2727272727272727,0.9428571428571428,0.81818,0.57895,0.2926,0.8181818181818182,0.42105263157894735
IsolationForest,0,1,0.76452,0.77432,0.5833333333333334,0.9285714285714286,0.63636,0.91228,0.52996,0.6363636363636364,0.08771929824561409
Xgboost,0,1,0.61582,0.60128,0.42857142857142855,0.8688524590163934,0.27273,0.92982,0.24545,0.2727272727272727,0.07017543859649122
RandomForestClassifier,1,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599,0.09090909090909091,0.01754385964912286
DecisionTree,1,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599,0.09090909090909091,0.01754385964912286
KNN,1,0,0.51295,0.51914,0.25,0.84375,0.09091,0.94737,0.0599,0.09090909090909091,0.052631578947368474
OneClassSVM,1,0,0.39526,0.42743,0.12121212121212122,0.8,0.36364,0.49123,-0.10693,0.36363636363636365,0.5087719298245614
LocalOutlierFactor,1,0,0.47998,0.48405,0.125,0.8333333333333334,0.09091,0.87719,-0.03646,0.09090909090909091,0.1228070175438597
IsolationForest,1,0,0.46501,0.46651,0.1,0.8275862068965517,0.09091,0.84211,-0.06965,0.09090909090909091,0.1578947368421053
Xgboost,1,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599,0.09090909090909091,0.01754385964912286
RandomForestClassifier,1,1,0.54116,0.53828,0.25,0.85,0.18182,0.89474,0.0875,0.18181818181818182,0.10526315789473684
DecisionTree,1,1,0.50417,0.51037,0.2,0.8412698412698413,0.09091,0.92982,0.02925,0.09090909090909091,0.07017543859649122
KNN,1,1,0.58342,0.5941,0.2857142857142857,0.8703703703703703,0.36364,0.82456,0.17139,0.36363636363636365,0.17543859649122806
OneClassSVM,1,1,0.47361,0.60048,0.21052631578947367,0.9,0.72727,0.47368,0.14903,0.7272727272727273,0.5263157894736843
LocalOutlierFactor,1,1,0.56324,0.69856,0.2727272727272727,0.9428571428571428,0.81818,0.57895,0.2926,0.8181818181818182,0.42105263157894735
IsolationForest,1,1,0.8029,0.79187,0.7,0.9310344827586207,0.63636,0.94737,0.60692,0.6363636363636364,0.052631578947368474
Xgboost,1,1,0.61582,0.60128,0.42857142857142855,0.8688524590163934,0.27273,0.92982,0.24545,0.2727272727272727,0.07017543859649122
RandomForestClassifier,2,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599,0.09090909090909091,0.01754385964912286
DecisionTree,2,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599,0.09090909090909091,0.01754385964912286
KNN,2,0,0.51295,0.51914,0.25,0.84375,0.09091,0.94737,0.0599,0.09090909090909091,0.052631578947368474
OneClassSVM,2,0,0.39526,0.42743,0.12121212121212122,0.8,0.36364,0.49123,-0.10693,0.36363636363636365,0.5087719298245614
LocalOutlierFactor,2,0,0.47998,0.48405,0.125,0.8333333333333334,0.09091,0.87719,-0.03646,0.09090909090909091,0.1228070175438597
IsolationForest,2,0,0.47998,0.48405,0.125,0.8333333333333334,0.09091,0.87719,-0.03646,0.09090909090909091,0.1228070175438597
Xgboost,2,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599,0.09090909090909091,0.01754385964912286
RandomForestClassifier,2,1,0.53103,0.52951,0.2222222222222222,0.847457627118644,0.18182,0.87719,0.06412,0.18181818181818182,0.1228070175438597
DecisionTree,2,1,0.53103,0.52951,0.2222222222222222,0.847457627118644,0.18182,0.87719,0.06412,0.18181818181818182,0.1228070175438597
KNN,2,1,0.60234,0.5925,0.375,0.8666666666666667,0.27273,0.91228,0.21145,0.2727272727272727,0.08771929824561409
OneClassSVM,2,1,0.47361,0.60048,0.21052631578947367,0.9,0.72727,0.47368,0.14903,0.7272727272727273,0.5263157894736843
LocalOutlierFactor,2,1,0.56324,0.69856,0.2727272727272727,0.9428571428571428,0.81818,0.57895,0.2926,0.8181818181818182,0.42105263157894735
IsolationForest,2,1,0.76552,0.74641,0.6666666666666666,0.9152542372881356,0.54545,0.94737,0.53552,0.5454545454545454,0.052631578947368474
Xgboost,2,1,0.56303,0.55582,0.3333333333333333,0.8548387096774194,0.18182,0.92982,0.14494,0.18181818181818182,0.07017543859649122
RandomForestClassifier,3,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599,0.09090909090909091,0.01754385964912286
DecisionTree,3,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599,0.09090909090909091,0.01754385964912286
KNN,3,0,0.51295,0.51914,0.25,0.84375,0.09091,0.94737,0.0599,0.09090909090909091,0.052631578947368474
OneClassSVM,3,0,0.39526,0.42743,0.12121212121212122,0.8,0.36364,0.49123,-0.10693,0.36363636363636365,0.5087719298245614
LocalOutlierFactor,3,0,0.47998,0.48405,0.125,0.8333333333333334,0.09091,0.87719,-0.03646,0.09090909090909091,0.1228070175438597
IsolationForest,3,0,0.50289,0.50319,0.16666666666666666,0.8392857142857143,0.18182,0.82456,0.00616,0.18181818181818182,0.17543859649122806
Xgboost,3,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599,0.09090909090909091,0.01754385964912286
RandomForestClassifier,3,1,0.49405,0.49442,0.15384615384615385,0.8363636363636363,0.18182,0.80702,-0.01045,0.18181818181818182,0.19298245614035092
DecisionTree,3,1,0.53103,0.52951,0.2222222222222222,0.847457627118644,0.18182,0.87719,0.06412,0.18181818181818182,0.1228070175438597
KNN,3,1,0.58342,0.5941,0.2857142857142857,0.8703703703703703,0.36364,0.82456,0.17139,0.36363636363636365,0.17543859649122806
OneClassSVM,3,1,0.47361,0.60048,0.21052631578947367,0.9,0.72727,0.47368,0.14903,0.7272727272727273,0.5263157894736843
LocalOutlierFactor,3,1,0.56324,0.69856,0.2727272727272727,0.9428571428571428,0.81818,0.57895,0.2926,0.8181818181818182,0.42105263157894735
IsolationForest,3,1,0.71469,0.74801,0.4666666666666667,0.9245283018867925,0.63636,0.85965,0.4405,0.6363636363636364,0.14035087719298245
Xgboost,3,1,0.61582,0.60128,0.42857142857142855,0.8688524590163934,0.27273,0.92982,0.24545,0.2727272727272727,0.07017543859649122
RandomForestClassifier,4,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599,0.09090909090909091,0.01754385964912286
DecisionTree,4,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599,0.09090909090909091,0.01754385964912286
KNN,4,0,0.51295,0.51914,0.25,0.84375,0.09091,0.94737,0.0599,0.09090909090909091,0.052631578947368474
OneClassSVM,4,0,0.39526,0.42743,0.12121212121212122,0.8,0.36364,0.49123,-0.10693,0.36363636363636365,0.5087719298245614
LocalOutlierFactor,4,0,0.47998,0.48405,0.125,0.8333333333333334,0.09091,0.87719,-0.03646,0.09090909090909091,0.1228070175438597
IsolationForest,4,0,0.47241,0.47528,0.1111111111111111,0.8305084745762712,0.09091,0.85965,-0.05373,0.09090909090909091,0.14035087719298245
Xgboost,4,0,0.52225,0.52791,0.3333333333333333,0.8461538461538461,0.09091,0.96491,0.1001,0.09090909090909091,0.03508771929824561
RandomForestClassifier,4,1,0.55179,0.54705,0.2857142857142857,0.8524590163934426,0.18182,0.91228,0.11403,0.18181818181818182,0.08771929824561409
DecisionTree,4,1,0.53103,0.52951,0.2222222222222222,0.847457627118644,0.18182,0.87719,0.06412,0.18181818181818182,0.1228070175438597
KNN,4,1,0.58342,0.5941,0.2857142857142857,0.8703703703703703,0.36364,0.82456,0.17139,0.36363636363636365,0.17543859649122806
OneClassSVM,4,1,0.47361,0.60048,0.21052631578947367,0.9,0.72727,0.47368,0.14903,0.7272727272727273,0.5263157894736843
LocalOutlierFactor,4,1,0.56324,0.69856,0.2727272727272727,0.9428571428571428,0.81818,0.57895,0.2926,0.8181818181818182,0.42105263157894735
IsolationForest,4,1,0.44715,0.61085,0.20930232558139536,0.92,0.81818,0.40351,0.16931,0.8181818181818182,0.5964912280701755
Xgboost,4,1,0.58788,0.57337,0.5,0.859375,0.18182,0.96491,0.22963,0.18181818181818182,0.03508771929824561
RandomForestClassifier,5,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599,0.09090909090909091,0.01754385964912286
DecisionTree,5,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599,0.09090909090909091,0.01754385964912286
KNN,5,0,0.51295,0.51914,0.25,0.84375,0.09091,0.94737,0.0599,0.09090909090909091,0.052631578947368474
OneClassSVM,5,0,0.39526,0.42743,0.12121212121212122,0.8,0.36364,0.49123,-0.10693,0.36363636363636365,0.5087719298245614
LocalOutlierFactor,5,0,0.47998,0.48405,0.125,0.8333333333333334,0.09091,0.87719,-0.03646,0.09090909090909091,0.1228070175438597
IsolationForest,5,0,0.55179,0.54705,0.2857142857142857,0.8524590163934426,0.18182,0.91228,0.11403,0.18181818181818182,0.08771929824561409
Xgboost,5,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599,0.09090909090909091,0.01754385964912286
RandomForestClassifier,5,1,0.50417,0.51037,0.2,0.8412698412698413,0.09091,0.92982,0.02925,0.09090909090909091,0.07017543859649122
DecisionTree,5,1,0.50417,0.51037,0.2,0.8412698412698413,0.09091,0.92982,0.02925,0.09090909090909091,0.07017543859649122
KNN,5,1,0.58342,0.5941,0.2857142857142857,0.8703703703703703,0.36364,0.82456,0.17139,0.36363636363636365,0.17543859649122806
OneClassSVM,5,1,0.47361,0.60048,0.21052631578947367,0.9,0.72727,0.47368,0.14903,0.7272727272727273,0.5263157894736843
LocalOutlierFactor,5,1,0.56324,0.69856,0.2727272727272727,0.9428571428571428,0.81818,0.57895,0.2926,0.8181818181818182,0.42105263157894735
IsolationForest,5,1,0.8029,0.79187,0.7,0.9310344827586207,0.63636,0.94737,0.60692,0.6363636363636364,0.052631578947368474
Xgboost,5,1,0.58788,0.57337,0.5,0.859375,0.18182,0.96491,0.22963,0.18181818181818182,0.03508771929824561
RandomForestClassifier,6,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599,0.09090909090909091,0.01754385964912286
DecisionTree,6,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599,0.09090909090909091,0.01754385964912286
KNN,6,0,0.51295,0.51914,0.25,0.84375,0.09091,0.94737,0.0599,0.09090909090909091,0.052631578947368474
OneClassSVM,6,0,0.39526,0.42743,0.12121212121212122,0.8,0.36364,0.49123,-0.10693,0.36363636363636365,0.5087719298245614
LocalOutlierFactor,6,0,0.47998,0.48405,0.125,0.8333333333333334,0.09091,0.87719,-0.03646,0.09090909090909091,0.1228070175438597
IsolationForest,6,0,0.48062,0.50638,0.16666666666666666,0.8409090909090909,0.36364,0.64912,0.00983,0.36363636363636365,0.3508771929824561
Xgboost,6,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599,0.09090909090909091,0.01754385964912286
RandomForestClassifier,6,1,0.54116,0.53828,0.25,0.85,0.18182,0.89474,0.0875,0.18181818181818182,0.10526315789473684
DecisionTree,6,1,0.4958,0.50159,0.16666666666666666,0.8387096774193549,0.09091,0.91228,0.00414,0.09090909090909091,0.08771929824561409
KNN,6,1,0.58342,0.5941,0.2857142857142857,0.8703703703703703,0.36364,0.82456,0.17139,0.36363636363636365,0.17543859649122806
OneClassSVM,6,1,0.47361,0.60048,0.21052631578947367,0.9,0.72727,0.47368,0.14903,0.7272727272727273,0.5263157894736843
LocalOutlierFactor,6,1,0.56324,0.69856,0.2727272727272727,0.9428571428571428,0.81818,0.57895,0.2926,0.8181818181818182,0.42105263157894735
IsolationForest,6,1,0.76452,0.77432,0.5833333333333334,0.9285714285714286,0.63636,0.91228,0.52996,0.6363636363636364,0.08771929824561409
Xgboost,6,1,0.575,0.56459,0.4,0.8571428571428571,0.18182,0.94737,0.18226,0.18181818181818182,0.052631578947368474
RandomForestClassifier,7,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599,0.09090909090909091,0.01754385964912286
DecisionTree,7,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599,0.09090909090909091,0.01754385964912286
KNN,7,0,0.51295,0.51914,0.25,0.84375,0.09091,0.94737,0.0599,0.09090909090909091,0.052631578947368474
OneClassSVM,7,0,0.39526,0.42743,0.12121212121212122,0.8,0.36364,0.49123,-0.10693,0.36363636363636365,0.5087719298245614
LocalOutlierFactor,7,0,0.47998,0.48405,0.125,0.8333333333333334,0.09091,0.87719,-0.03646,0.09090909090909091,0.1228070175438597
IsolationForest,7,0,0.47241,0.47528,0.1111111111111111,0.8305084745762712,0.09091,0.85965,-0.05373,0.09090909090909091,0.14035087719298245
Xgboost,7,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599,0.09090909090909091,0.01754385964912286
RandomForestClassifier,7,1,0.54116,0.53828,0.25,0.85,0.18182,0.89474,0.0875,0.18181818181818182,0.10526315789473684
DecisionTree,7,1,0.4958,0.50159,0.16666666666666666,0.8387096774193549,0.09091,0.91228,0.00414,0.09090909090909091,0.08771929824561409
KNN,7,1,0.58342,0.5941,0.2857142857142857,0.8703703703703703,0.36364,0.82456,0.17139,0.36363636363636365,0.17543859649122806
OneClassSVM,7,1,0.47361,0.60048,0.21052631578947367,0.9,0.72727,0.47368,0.14903,0.7272727272727273,0.5263157894736843
LocalOutlierFactor,7,1,0.56324,0.69856,0.2727272727272727,0.9428571428571428,0.81818,0.57895,0.2926,0.8181818181818182,0.42105263157894735
IsolationForest,7,1,0.78309,0.78309,0.6363636363636364,0.9298245614035088,0.63636,0.92982,0.56619,0.6363636363636364,0.07017543859649122
Xgboost,7,1,0.61582,0.60128,0.42857142857142855,0.8688524590163934,0.27273,0.92982,0.24545,0.2727272727272727,0.07017543859649122
RandomForestClassifier,8,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599,0.09090909090909091,0.01754385964912286
DecisionTree,8,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599,0.09090909090909091,0.01754385964912286
KNN,8,0,0.51295,0.51914,0.25,0.84375,0.09091,0.94737,0.0599,0.09090909090909091,0.052631578947368474
OneClassSVM,8,0,0.39526,0.42743,0.12121212121212122,0.8,0.36364,0.49123,-0.10693,0.36363636363636365,0.5087719298245614
LocalOutlierFactor,8,0,0.47998,0.48405,0.125,0.8333333333333334,0.09091,0.87719,-0.03646,0.09090909090909091,0.1228070175438597
IsolationForest,8,0,0.47998,0.48405,0.125,0.8333333333333334,0.09091,0.87719,-0.03646,0.09090909090909091,0.1228070175438597
Xgboost,8,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599,0.09090909090909091,0.01754385964912286
RandomForestClassifier,8,1,0.53103,0.52951,0.2222222222222222,0.847457627118644,0.18182,0.87719,0.06412,0.18181818181818182,0.1228070175438597
DecisionTree,8,1,0.4958,0.50159,0.16666666666666666,0.8387096774193549,0.09091,0.91228,0.00414,0.09090909090909091,0.08771929824561409
KNN,8,1,0.58342,0.5941,0.2857142857142857,0.8703703703703703,0.36364,0.82456,0.17139,0.36363636363636365,0.17543859649122806
OneClassSVM,8,1,0.47361,0.60048,0.21052631578947367,0.9,0.72727,0.47368,0.14903,0.7272727272727273,0.5263157894736843
LocalOutlierFactor,8,1,0.56324,0.69856,0.2727272727272727,0.9428571428571428,0.81818,0.57895,0.2926,0.8181818181818182,0.42105263157894735
IsolationForest,8,1,0.8029,0.79187,0.7,0.9310344827586207,0.63636,0.94737,0.60692,0.6363636363636364,0.052631578947368474
Xgboost,8,1,0.575,0.56459,0.4,0.8571428571428571,0.18182,0.94737,0.18226,0.18181818181818182,0.052631578947368474
RandomForestClassifier,9,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599,0.09090909090909091,0.01754385964912286
DecisionTree,9,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599,0.09090909090909091,0.01754385964912286
KNN,9,0,0.51295,0.51914,0.25,0.84375,0.09091,0.94737,0.0599,0.09090909090909091,0.052631578947368474
OneClassSVM,9,0,0.39526,0.42743,0.12121212121212122,0.8,0.36364,0.49123,-0.10693,0.36363636363636365,0.5087719298245614
LocalOutlierFactor,9,0,0.47998,0.48405,0.125,0.8333333333333334,0.09091,0.87719,-0.03646,0.09090909090909091,0.1228070175438597
IsolationForest,9,0,0.49405,0.49442,0.15384615384615385,0.8363636363636363,0.18182,0.80702,-0.01045,0.18181818181818182,0.19298245614035092
Xgboost,9,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599,0.09090909090909091,0.01754385964912286
RandomForestClassifier,9,1,0.55179,0.54705,0.2857142857142857,0.8524590163934426,0.18182,0.91228,0.11403,0.18181818181818182,0.08771929824561409
DecisionTree,9,1,0.56099,0.57656,0.25,0.8653846153846154,0.36364,0.78947,0.13292,0.36363636363636365,0.21052631578947367
KNN,9,1,0.58342,0.5941,0.2857142857142857,0.8703703703703703,0.36364,0.82456,0.17139,0.36363636363636365,0.17543859649122806
OneClassSVM,9,1,0.47361,0.60048,0.21052631578947367,0.9,0.72727,0.47368,0.14903,0.7272727272727273,0.5263157894736843
LocalOutlierFactor,9,1,0.56324,0.69856,0.2727272727272727,0.9428571428571428,0.81818,0.57895,0.2926,0.8181818181818182,0.42105263157894735
IsolationForest,9,1,0.78309,0.78309,0.6363636363636364,0.9298245614035088,0.63636,0.92982,0.56619,0.6363636363636364,0.07017543859649122
Xgboost,9,1,0.56303,0.55582,0.3333333333333333,0.8548387096774194,0.18182,0.92982,0.14494,0.18181818181818182,0.07017543859649122
RandomForestClassifier,10,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599,0.09090909090909091,0.01754385964912286
DecisionTree,10,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599,0.09090909090909091,0.01754385964912286
KNN,10,0,0.51295,0.51914,0.25,0.84375,0.09091,0.94737,0.0599,0.09090909090909091,0.052631578947368474
OneClassSVM,10,0,0.39526,0.42743,0.12121212121212122,0.8,0.36364,0.49123,-0.10693,0.36363636363636365,0.5087719298245614
LocalOutlierFactor,10,0,0.47998,0.48405,0.125,0.8333333333333334,0.09091,0.87719,-0.03646,0.09090909090909091,0.1228070175438597
IsolationForest,10,0,0.47241,0.47528,0.1111111111111111,0.8305084745762712,0.09091,0.85965,-0.05373,0.09090909090909091,0.14035087719298245
Xgboost,10,0,0.52225,0.52791,0.3333333333333333,0.8461538461538461,0.09091,0.96491,0.1001,0.09090909090909091,0.03508771929824561
RandomForestClassifier,10,1,0.56099,0.57656,0.25,0.8653846153846154,0.36364,0.78947,0.13292,0.36363636363636365,0.21052631578947367
DecisionTree,10,1,0.4958,0.50159,0.16666666666666666,0.8387096774193549,0.09091,0.91228,0.00414,0.09090909090909091,0.08771929824561409
KNN,10,1,0.58342,0.5941,0.2857142857142857,0.8703703703703703,0.36364,0.82456,0.17139,0.36363636363636365,0.17543859649122806
OneClassSVM,10,1,0.47361,0.60048,0.21052631578947367,0.9,0.72727,0.47368,0.14903,0.7272727272727273,0.5263157894736843
LocalOutlierFactor,10,1,0.56324,0.69856,0.2727272727272727,0.9428571428571428,0.81818,0.57895,0.2926,0.8181818181818182,0.42105263157894735
IsolationForest,10,1,0.8029,0.79187,0.7,0.9310344827586207,0.63636,0.94737,0.60692,0.6363636363636364,0.052631578947368474
Xgboost,10,1,0.56303,0.55582,0.3333333333333333,0.8548387096774194,0.18182,0.92982,0.14494,0.18181818181818182,0.07017543859649122
RandomForestClassifier,11,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599,0.09090909090909091,0.01754385964912286
DecisionTree,11,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599,0.09090909090909091,0.01754385964912286
KNN,11,0,0.51295,0.51914,0.25,0.84375,0.09091,0.94737,0.0599,0.09090909090909091,0.052631578947368474
OneClassSVM,11,0,0.39526,0.42743,0.12121212121212122,0.8,0.36364,0.49123,-0.10693,0.36363636363636365,0.5087719298245614
LocalOutlierFactor,11,0,0.47998,0.48405,0.125,0.8333333333333334,0.09091,0.87719,-0.03646,0.09090909090909091,0.1228070175438597
IsolationForest,11,0,0.48776,0.49282,0.14285714285714285,0.8360655737704918,0.09091,0.89474,-0.01739,0.09090909090909091,0.10526315789473684
Xgboost,11,0,0.45161,0.49123,0.0,0.835820895522388,0.0,0.98246,-0.05367,0.0,0.01754385964912286
RandomForestClassifier,11,1,0.48776,0.49282,0.14285714285714285,0.8360655737704918,0.09091,0.89474,-0.01739,0.09090909090909091,0.10526315789473684
DecisionTree,11,1,0.53103,0.52951,0.2222222222222222,0.847457627118644,0.18182,0.87719,0.06412,0.18181818181818182,0.1228070175438597
KNN,11,1,0.58342,0.5941,0.2857142857142857,0.8703703703703703,0.36364,0.82456,0.17139,0.36363636363636365,0.17543859649122806
OneClassSVM,11,1,0.47361,0.60048,0.21052631578947367,0.9,0.72727,0.47368,0.14903,0.7272727272727273,0.5263157894736843
LocalOutlierFactor,11,1,0.56324,0.69856,0.2727272727272727,0.9428571428571428,0.81818,0.57895,0.2926,0.8181818181818182,0.42105263157894735
IsolationForest,11,1,0.8029,0.79187,0.7,0.9310344827586207,0.63636,0.94737,0.60692,0.6363636363636364,0.052631578947368474
Xgboost,11,1,0.58788,0.57337,0.5,0.859375,0.18182,0.96491,0.22963,0.18181818181818182,0.03508771929824561
RandomForestClassifier,12,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599,0.09090909090909091,0.01754385964912286
DecisionTree,12,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599,0.09090909090909091,0.01754385964912286
KNN,12,0,0.51295,0.51914,0.25,0.84375,0.09091,0.94737,0.0599,0.09090909090909091,0.052631578947368474
OneClassSVM,12,0,0.39526,0.42743,0.12121212121212122,0.8,0.36364,0.49123,-0.10693,0.36363636363636365,0.5087719298245614
LocalOutlierFactor,12,0,0.47998,0.48405,0.125,0.8333333333333334,0.09091,0.87719,-0.03646,0.09090909090909091,0.1228070175438597
IsolationForest,12,0,0.4958,0.50159,0.16666666666666666,0.8387096774193549,0.09091,0.91228,0.00414,0.09090909090909091,0.08771929824561409
