model_name,iteration,F1,ROC,acc-class-1,acc-class-2,SEN,SPE,MCC,TPR,FPR
RandomForestClassifier,0,0.58276,0.57869,0.42857142857142855,0.7657657657657657,0.31579,0.84158,0.17488,0.3157894736842105,0.15841584158415845
DecisionTree,0,0.60742,0.60657,0.43243243243243246,0.7843137254901961,0.42105,0.79208,0.21493,0.42105263157894735,0.20792079207920788
KNN,0,0.62409,0.61816,0.4838709677419355,0.7870370370370371,0.39474,0.84158,0.25302,0.39473684210526316,0.15841584158415845
OneClassSVM,0,0.60671,0.64904,0.4,0.8378378378378378,0.68421,0.61386,0.26626,0.6842105263157895,0.38613861386138615
LocalOutlierFactor,0,0.4272,0.43017,0.20689655172413793,0.6790123456790124,0.31579,0.54455,-0.12623,0.3157894736842105,0.4554455445544554
IsolationForest,0,0.51116,0.51785,0.3181818181818182,0.7350427350427351,0.18421,0.85149,0.04359,0.18421052631578946,0.14851485148514854
Xgboost,0,0.66141,0.66415,0.5,0.8181818181818182,0.52632,0.80198,0.3232,0.5263157894736842,0.19801980198019797
RandomForestClassifier,1,0.61064,0.605,0.4666666666666667,0.7798165137614679,0.36842,0.84158,0.22751,0.3684210526315789,0.15841584158415845
DecisionTree,1,0.67405,0.67405,0.5263157894736842,0.8217821782178217,0.52632,0.82178,0.3481,0.5263157894736842,0.17821782178217827
KNN,1,0.63115,0.62637,0.48484848484848486,0.7924528301886793,0.42105,0.83168,0.26473,0.42105263157894735,0.16831683168316836
OneClassSVM,1,0.60671,0.64904,0.4,0.8378378378378378,0.68421,0.61386,0.26626,0.6842105263157895,0.38613861386138615
LocalOutlierFactor,1,0.4272,0.43017,0.20689655172413793,0.6790123456790124,0.31579,0.54455,-0.12623,0.3157894736842105,0.4554455445544554
IsolationForest,1,0.43952,0.45362,0.16666666666666666,0.7043478260869566,0.10526,0.80198,-0.10938,0.10526315789473684,0.19801980198019797
Xgboost,1,0.70535,0.70206,0.5833333333333334,0.8349514563106796,0.55263,0.85149,0.41114,0.5526315789473685,0.14851485148514854
RandomForestClassifier,2,0.59173,0.58702,0.5263157894736842,0.7666666666666667,0.26316,0.91089,0.22582,0.2631578947368421,0.08910891089108908
DecisionTree,2,0.60742,0.60657,0.43243243243243246,0.7843137254901961,0.42105,0.79208,0.21493,0.42105263157894735,0.20792079207920788
KNN,2,0.63115,0.62637,0.48484848484848486,0.7924528301886793,0.42105,0.83168,0.26473,0.42105263157894735,0.16831683168316836
OneClassSVM,2,0.60671,0.64904,0.4,0.8378378378378378,0.68421,0.61386,0.26626,0.6842105263157895,0.38613861386138615
LocalOutlierFactor,2,0.4272,0.43017,0.20689655172413793,0.6790123456790124,0.31579,0.54455,-0.12623,0.3157894736842105,0.4554455445544554
IsolationForest,2,0.48568,0.50143,0.2777777777777778,0.7272727272727273,0.13158,0.87129,0.0038,0.13157894736842105,0.12871287128712872
Xgboost,2,0.64974,0.65099,0.48717948717948717,0.81,0.5,0.80198,0.29957,0.5,0.19801980198019797
RandomForestClassifier,3,0.59404,0.58859,0.46153846153846156,0.7699115044247787,0.31579,0.86139,0.2025,0.3157894736842105,0.13861386138613863
DecisionTree,3,0.67405,0.67405,0.5263157894736842,0.8217821782178217,0.52632,0.82178,0.3481,0.5263157894736842,0.17821782178217827
KNN,3,0.63723,0.63132,0.5,0.794392523364486,0.42105,0.84158,0.27806,0.42105263157894735,0.15841584158415845
OneClassSVM,3,0.60671,0.64904,0.4,0.8378378378378378,0.68421,0.61386,0.26626,0.6842105263157895,0.38613861386138615
LocalOutlierFactor,3,0.4272,0.43017,0.20689655172413793,0.6790123456790124,0.31579,0.54455,-0.12623,0.3157894736842105,0.4554455445544554
IsolationForest,3,0.53742,0.54091,0.38095238095238093,0.7457627118644068,0.21053,0.87129,0.10182,0.21052631578947367,0.12871287128712872
Xgboost,3,0.73064,0.72512,0.6285714285714286,0.8461538461538461,0.57895,0.87129,0.46232,0.5789473684210527,0.12871287128712872
RandomForestClassifier,4,0.64958,0.64122,0.5333333333333333,0.7981651376146789,0.42105,0.86139,0.30599,0.42105263157894735,0.13861386138613863
DecisionTree,4,0.60742,0.60657,0.43243243243243246,0.7843137254901961,0.42105,0.79208,0.21493,0.42105263157894735,0.20792079207920788
KNN,4,0.63723,0.63132,0.5,0.794392523364486,0.42105,0.84158,0.27806,0.42105263157894735,0.15841584158415845
OneClassSVM,4,0.60671,0.64904,0.4,0.8378378378378378,0.68421,0.61386,0.26626,0.6842105263157895,0.38613861386138615
LocalOutlierFactor,4,0.4272,0.43017,0.20689655172413793,0.6790123456790124,0.31579,0.54455,-0.12623,0.3157894736842105,0.4554455445544554
IsolationForest,4,0.44468,0.47017,0.17647058823529413,0.7131147540983607,0.07895,0.86139,-0.08117,0.07894736842105263,0.13861386138613863
Xgboost,4,0.69348,0.6889,0.5714285714285714,0.8269230769230769,0.52632,0.85149,0.38794,0.5263157894736842,0.14851485148514854
RandomForestClassifier,5,0.60481,0.60005,0.45161290322580644,0.7777777777777778,0.36842,0.83168,0.21425,0.3684210526315789,0.16831683168316836
DecisionTree,5,0.6203,0.61165,0.52,0.7807017543859649,0.34211,0.88119,0.25912,0.34210526315789475,0.1188118811881188
KNN,5,0.63115,0.62637,0.48484848484848486,0.7924528301886793,0.42105,0.83168,0.26473,0.42105263157894735,0.16831683168316836
OneClassSVM,5,0.60671,0.64904,0.4,0.8378378378378378,0.68421,0.61386,0.26626,0.6842105263157895,0.38613861386138615
LocalOutlierFactor,5,0.4272,0.43017,0.20689655172413793,0.6790123456790124,0.31579,0.54455,-0.12623,0.3157894736842105,0.4554455445544554
IsolationForest,5,0.4474,0.46352,0.18181818181818182,0.7094017094017094,0.10526,0.82178,-0.08908,0.10526315789473684,0.17821782178217827
Xgboost,5,0.64958,0.64122,0.5333333333333333,0.7981651376146789,0.42105,0.86139,0.30599,0.42105263157894735,0.13861386138613863
RandomForestClassifier,6,0.62409,0.61816,0.4838709677419355,0.7870370370370371,0.39474,0.84158,0.25302,0.39473684210526316,0.15841584158415845
DecisionTree,6,0.67405,0.67405,0.5263157894736842,0.8217821782178217,0.52632,0.82178,0.3481,0.5263157894736842,0.17821782178217827
KNN,6,0.63115,0.62637,0.48484848484848486,0.7924528301886793,0.42105,0.83168,0.26473,0.42105263157894735,0.16831683168316836
OneClassSVM,6,0.60671,0.64904,0.4,0.8378378378378378,0.68421,0.61386,0.26626,0.6842105263157895,0.38613861386138615
LocalOutlierFactor,6,0.4272,0.43017,0.20689655172413793,0.6790123456790124,0.31579,0.54455,-0.12623,0.3157894736842105,0.4554455445544554
IsolationForest,6,0.49439,0.50469,0.2857142857142857,0.7288135593220338,0.15789,0.85149,0.01167,0.15789473684210525,0.14851485148514854
Xgboost,6,0.69451,0.68564,0.59375,0.822429906542056,0.5,0.87129,0.39309,0.5,0.12871287128712872
RandomForestClassifier,7,0.58276,0.57869,0.42857142857142855,0.7657657657657657,0.31579,0.84158,0.17488,0.3157894736842105,0.15841584158415845
DecisionTree,7,0.60742,0.60657,0.43243243243243246,0.7843137254901961,0.42105,0.79208,0.21493,0.42105263157894735,0.20792079207920788
KNN,7,0.63115,0.62637,0.48484848484848486,0.7924528301886793,0.42105,0.83168,0.26473,0.42105263157894735,0.16831683168316836
OneClassSVM,7,0.60671,0.64904,0.4,0.8378378378378378,0.68421,0.61386,0.26626,0.6842105263157895,0.38613861386138615
LocalOutlierFactor,7,0.4272,0.43017,0.20689655172413793,0.6790123456790124,0.31579,0.54455,-0.12623,0.3157894736842105,0.4554455445544554
IsolationForest,7,0.50345,0.51459,0.3157894736842105,0.7333333333333333,0.15789,0.87129,0.03786,0.15789473684210525,0.12871287128712872
Xgboost,7,0.67405,0.67405,0.5263157894736842,0.8217821782178217,0.52632,0.82178,0.3481,0.5263157894736842,0.17821782178217827
RandomForestClassifier,8,0.58276,0.57869,0.42857142857142855,0.7657657657657657,0.31579,0.84158,0.17488,0.3157894736842105,0.15841584158415845
DecisionTree,8,0.60742,0.60657,0.43243243243243246,0.7843137254901961,0.42105,0.79208,0.21493,0.42105263157894735,0.20792079207920788
KNN,8,0.63115,0.62637,0.48484848484848486,0.7924528301886793,0.42105,0.83168,0.26473,0.42105263157894735,0.16831683168316836
OneClassSVM,8,0.60671,0.64904,0.4,0.8378378378378378,0.68421,0.61386,0.26626,0.6842105263157895,0.38613861386138615
LocalOutlierFactor,8,0.4272,0.43017,0.20689655172413793,0.6790123456790124,0.31579,0.54455,-0.12623,0.3157894736842105,0.4554455445544554
IsolationForest,8,0.53242,0.53596,0.36363636363636365,0.7435897435897436,0.21053,0.86139,0.08781,0.21052631578947367,0.13861386138613863
Xgboost,8,0.6821,0.66923,0.6071428571428571,0.8108108108108109,0.44737,0.89109,0.37611,0.4473684210526316,0.1089108910891089
RandomForestClassifier,9,0.59904,0.5951,0.4375,0.7757009345794392,0.36842,0.82178,0.20137,0.3684210526315789,0.17821782178217827
DecisionTree,9,0.60742,0.60657,0.43243243243243246,0.7843137254901961,0.42105,0.79208,0.21493,0.42105263157894735,0.20792079207920788
KNN,9,0.63115,0.62637,0.48484848484848486,0.7924528301886793,0.42105,0.83168,0.26473,0.42105263157894735,0.16831683168316836
OneClassSVM,9,0.60671,0.64904,0.4,0.8378378378378378,0.68421,0.61386,0.26626,0.6842105263157895,0.38613861386138615
LocalOutlierFactor,9,0.4272,0.43017,0.20689655172413793,0.6790123456790124,0.31579,0.54455,-0.12623,0.3157894736842105,0.4554455445544554
IsolationForest,9,0.52746,0.53101,0.34782608695652173,0.7413793103448276,0.21053,0.85149,0.07438,0.21052631578947367,0.14851485148514854
Xgboost,9,0.64974,0.65099,0.48717948717948717,0.81,0.5,0.80198,0.29957,0.5,0.19801980198019797
RandomForestClassifier,10,0.64083,0.62976,0.56,0.7894736842105263,0.36842,0.89109,0.30115,0.3684210526315789,0.1089108910891089
DecisionTree,10,0.60742,0.60657,0.43243243243243246,0.7843137254901961,0.42105,0.79208,0.21493,0.42105263157894735,0.20792079207920788
KNN,10,0.63723,0.63132,0.5,0.794392523364486,0.42105,0.84158,0.27806,0.42105263157894735,0.15841584158415845
OneClassSVM,10,0.60671,0.64904,0.4,0.8378378378378378,0.68421,0.61386,0.26626,0.6842105263157895,0.38613861386138615
LocalOutlierFactor,10,0.4272,0.43017,0.20689655172413793,0.6790123456790124,0.31579,0.54455,-0.12623,0.3157894736842105,0.4554455445544554
IsolationForest,10,0.49393,0.49466,0.2647058823529412,0.7238095238095238,0.23684,0.75248,-0.01108,0.23684210526315788,0.24752475247524752
Xgboost,10,0.69872,0.69711,0.5675675675675675,0.8333333333333334,0.55263,0.84158,0.39754,0.5526315789473685,0.15841584158415845
RandomForestClassifier,11,0.61064,0.605,0.4666666666666667,0.7798165137614679,0.36842,0.84158,0.22751,0.3684210526315789,0.15841584158415845
DecisionTree,11,0.67405,0.67405,0.5263157894736842,0.8217821782178217,0.52632,0.82178,0.3481,0.5263157894736842,0.17821782178217827
KNN,11,0.62409,0.61816,0.4838709677419355,0.7870370370370371,0.39474,0.84158,0.25302,0.39473684210526316,0.15841584158415845
OneClassSVM,11,0.60671,0.64904,0.4,0.8378378378378378,0.68421,0.61386,0.26626,0.6842105263157895,0.38613861386138615
LocalOutlierFactor,11,0.4272,0.43017,0.20689655172413793,0.6790123456790124,0.31579,0.54455,-0.12623,0.3157894736842105,0.4554455445544554
IsolationForest,11,0.4989,0.50964,0.3,0.7310924369747899,0.15789,0.86139,0.02448,0.15789473684210525,0.13861386138613863
Xgboost,11,0.70681,0.6988,0.6060606060606061,0.8301886792452831,0.52632,0.87129,0.41648,0.5263157894736842,0.12871287128712872
RandomForestClassifier,12,0.6362,0.62806,0.5172413793103449,0.7909090909090909,0.39474,0.86139,0.28093,0.39473684210526316,0.13861386138613863
DecisionTree,12,0.60742,0.60657,0.43243243243243246,0.7843137254901961,0.42105,0.79208,0.21493,0.42105263157894735,0.20792079207920788
KNN,12,0.63115,0.62637,0.48484848484848486,0.7924528301886793,0.42105,0.83168,0.26473,0.42105263157894735,0.16831683168316836
OneClassSVM,12,0.60671,0.64904,0.4,0.8378378378378378,0.68421,0.61386,0.26626,0.6842105263157895,0.38613861386138615
LocalOutlierFactor,12,0.4272,0.43017,0.20689655172413793,0.6790123456790124,0.31579,0.54455,-0.12623,0.3157894736842105,0.4554455445544554
IsolationForest,12,0.53242,0.53596,0.36363636363636365,0.7435897435897436,0.21053,0.86139,0.08781,0.21052631578947367,0.13861386138613863
Xgboost,12,0.68694,0.68395,0.5555555555555556,0.8252427184466019,0.52632,0.84158,0.37429,0.5263157894736842,0.15841584158415845
RandomForestClassifier,13,0.59404,0.58859,0.46153846153846156,0.7699115044247787,0.31579,0.86139,0.2025,0.3157894736842105,0.13861386138613863
DecisionTree,13,0.60742,0.60657,0.43243243243243246,0.7843137254901961,0.42105,0.79208,0.21493,0.42105263157894735,0.20792079207920788
KNN,13,0.62409,0.61816,0.4838709677419355,0.7870370370370371,0.39474,0.84158,0.25302,0.39473684210526316,0.15841584158415845
OneClassSVM,13,0.60671,0.64904,0.4,0.8378378378378378,0.68421,0.61386,0.26626,0.6842105263157895,0.38613861386138615
LocalOutlierFactor,13,0.4272,0.43017,0.20689655172413793,0.6790123456790124,0.31579,0.54455,-0.12623,0.3157894736842105,0.4554455445544554
IsolationForest,13,0.51285,0.51615,0.3076923076923077,0.7345132743362832,0.21053,0.82178,0.03693,0.21052631578947367,0.17821782178217827
Xgboost,13,0.73064,0.72512,0.6285714285714286,0.8461538461538461,0.57895,0.87129,0.46232,0.5789473684210527,0.12871287128712872
RandomForestClassifier,14,0.61064,0.605,0.4666666666666667,0.7798165137614679,0.36842,0.84158,0.22751,0.3684210526315789,0.15841584158415845
DecisionTree,14,0.60742,0.60657,0.43243243243243246,0.7843137254901961,0.42105,0.79208,0.21493,0.42105263157894735,0.20792079207920788
KNN,14,0.63115,0.62637,0.48484848484848486,0.7924528301886793,0.42105,0.83168,0.26473,0.42105263157894735,0.16831683168316836
OneClassSVM,14,0.60671,0.64904,0.4,0.8378378378378378,0.68421,0.61386,0.26626,0.6842105263157895,0.38613861386138615
LocalOutlierFactor,14,0.4272,0.43017,0.20689655172413793,0.6790123456790124,0.31579,0.54455,-0.12623,0.3157894736842105,0.4554455445544554
IsolationForest,14,0.50323,0.52124,0.35714285714285715,0.736,0.13158,0.91089,0.06289,0.13157894736842105,0.08910891089108908
Xgboost,14,0.6821,0.66923,0.6071428571428571,0.8108108108108109,0.44737,0.89109,0.37611,0.4473684210526316,0.1089108910891089
RandomForestClassifier,15,0.59687,0.59184,0.4482758620689655,0.7727272727272727,0.34211,0.84158,0.20148,0.34210526315789475,0.15841584158415845
DecisionTree,15,0.67405,0.67405,0.5263157894736842,0.8217821782178217,0.52632,0.82178,0.3481,0.5263157894736842,0.17821782178217827
KNN,15,0.62409,0.61816,0.4838709677419355,0.7870370370370371,0.39474,0.84158,0.25302,0.39473684210526316,0.15841584158415845
OneClassSVM,15,0.60671,0.64904,0.4,0.8378378378378378,0.68421,0.61386,0.26626,0.6842105263157895,0.38613861386138615
LocalOutlierFactor,15,0.4272,0.43017,0.20689655172413793,0.6790123456790124,0.31579,0.54455,-0.12623,0.3157894736842105,0.4554455445544554
IsolationForest,15,0.48568,0.50143,0.2777777777777778,0.7272727272727273,0.13158,0.87129,0.0038,0.13157894736842105,0.12871287128712872
Xgboost,15,0.66898,0.66258,0.5454545454545454,0.8113207547169812,0.47368,0.85149,0.34061,0.47368421052631576,0.14851485148514854
RandomForestClassifier,16,0.64083,0.62976,0.56,0.7894736842105263,0.36842,0.89109,0.30115,0.3684210526315789,0.1089108910891089
DecisionTree,16,0.60742,0.60657,0.43243243243243246,0.7843137254901961,0.42105,0.79208,0.21493,0.42105263157894735,0.20792079207920788
KNN,16,0.62409,0.61816,0.4838709677419355,0.7870370370370371,0.39474,0.84158,0.25302,0.39473684210526316,0.15841584158415845
OneClassSVM,16,0.60671,0.64904,0.4,0.8378378378378378,0.68421,0.61386,0.26626,0.6842105263157895,0.38613861386138615
LocalOutlierFactor,16,0.4272,0.43017,0.20689655172413793,0.6790123456790124,0.31579,0.54455,-0.12623,0.3157894736842105,0.4554455445544554
IsolationForest,16,0.50646,0.5129,0.30434782608695654,0.7327586206896551,0.18421,0.84158,0.03094,0.18421052631578946,0.15841584158415845
Xgboost,16,0.67553,0.66428,0.5862068965517241,0.8090909090909091,0.44737,0.88119,0.36039,0.4473684210526316,0.1188118811881188
RandomForestClassifier,17,0.64958,0.64122,0.5333333333333333,0.7981651376146789,0.42105,0.86139,0.30599,0.42105263157894735,0.13861386138613863
DecisionTree,17,0.60742,0.60657,0.43243243243243246,0.7843137254901961,0.42105,0.79208,0.21493,0.42105263157894735,0.20792079207920788
KNN,17,0.63115,0.62637,0.48484848484848486,0.7924528301886793,0.42105,0.83168,0.26473,0.42105263157894735,0.16831683168316836
OneClassSVM,17,0.60671,0.64904,0.4,0.8378378378378378,0.68421,0.61386,0.26626,0.6842105263157895,0.38613861386138615
LocalOutlierFactor,17,0.4272,0.43017,0.20689655172413793,0.6790123456790124,0.31579,0.54455,-0.12623,0.3157894736842105,0.4554455445544554
IsolationForest,17,0.4933,0.49453,0.26666666666666666,0.723404255319149,0.31579,0.67327,-0.01042,0.3157894736842105,0.3267326732673267
Xgboost,17,0.66898,0.66258,0.5454545454545454,0.8113207547169812,0.47368,0.85149,0.34061,0.47368421052631576,0.14851485148514854
RandomForestClassifier,18,0.62409,0.61816,0.4838709677419355,0.7870370370370371,0.39474,0.84158,0.25302,0.39473684210526316,0.15841584158415845
DecisionTree,18,0.60742,0.60657,0.43243243243243246,0.7843137254901961,0.42105,0.79208,0.21493,0.42105263157894735,0.20792079207920788
KNN,18,0.63115,0.62637,0.48484848484848486,0.7924528301886793,0.42105,0.83168,0.26473,0.42105263157894735,0.16831683168316836
OneClassSVM,18,0.60671,0.64904,0.4,0.8378378378378378,0.68421,0.61386,0.26626,0.6842105263157895,0.38613861386138615
LocalOutlierFactor,18,0.4272,0.43017,0.20689655172413793,0.6790123456790124,0.31579,0.54455,-0.12623,0.3157894736842105,0.4554455445544554
IsolationForest,18,0.46332,0.48332,0.2222222222222222,0.71900826446281,0.10526,0.86139,-0.04427,0.10526315789473684,0.13861386138613863
Xgboost,18,0.6677,0.6691,0.5128205128205128,0.82,0.52632,0.81188,0.3355,0.5263157894736842,0.18811881188118806
RandomForestClassifier,19,0.59404,0.58859,0.46153846153846156,0.7699115044247787,0.31579,0.86139,0.2025,0.3157894736842105,0.13861386138613863
DecisionTree,19,0.60742,0.60657,0.43243243243243246,0.7843137254901961,0.42105,0.79208,0.21493,0.42105263157894735,0.20792079207920788
KNN,19,0.63723,0.63132,0.5,0.794392523364486,0.42105,0.84158,0.27806,0.42105263157894735,0.15841584158415845
OneClassSVM,19,0.60671,0.64904,0.4,0.8378378378378378,0.68421,0.61386,0.26626,0.6842105263157895,0.38613861386138615
LocalOutlierFactor,19,0.4272,0.43017,0.20689655172413793,0.6790123456790124,0.31579,0.54455,-0.12623,0.3157894736842105,0.4554455445544554
IsolationForest,19,0.44841,0.47512,0.1875,0.7154471544715447,0.07895,0.87129,-0.0695,0.07894736842105263,0.12871287128712872
Xgboost,19,0.70681,0.6988,0.6060606060606061,0.8301886792452831,0.52632,0.87129,0.41648,0.5263157894736842,0.12871287128712872
RandomForestClassifier,20,0.58276,0.57869,0.42857142857142855,0.7657657657657657,0.31579,0.84158,0.17488,0.3157894736842105,0.15841584158415845
DecisionTree,20,0.60742,0.60657,0.43243243243243246,0.7843137254901961,0.42105,0.79208,0.21493,0.42105263157894735,0.20792079207920788
KNN,20,0.63115,0.62637,0.48484848484848486,0.7924528301886793,0.42105,0.83168,0.26473,0.42105263157894735,0.16831683168316836
OneClassSVM,20,0.60671,0.64904,0.4,0.8378378378378378,0.68421,0.61386,0.26626,0.6842105263157895,0.38613861386138615
LocalOutlierFactor,20,0.4272,0.43017,0.20689655172413793,0.6790123456790124,0.31579,0.54455,-0.12623,0.3157894736842105,0.4554455445544554
IsolationForest,20,0.5221,0.53439,0.4,0.7419354838709677,0.15789,0.91089,0.09881,0.15789473684210525,0.08910891089108908
Xgboost,20,0.66898,0.66258,0.5454545454545454,0.8113207547169812,0.47368,0.85149,0.34061,0.47368421052631576,0.14851485148514854
RandomForestClassifier,21,0.60845,0.60175,0.48148148148148145,0.7767857142857143,0.34211,0.86139,0.22925,0.34210526315789475,0.13861386138613863
DecisionTree,21,0.60742,0.60657,0.43243243243243246,0.7843137254901961,0.42105,0.79208,0.21493,0.42105263157894735,0.20792079207920788
KNN,21,0.63115,0.62637,0.48484848484848486,0.7924528301886793,0.42105,0.83168,0.26473,0.42105263157894735,0.16831683168316836
OneClassSVM,21,0.60671,0.64904,0.4,0.8378378378378378,0.68421,0.61386,0.26626,0.6842105263157895,0.38613861386138615
LocalOutlierFactor,21,0.4272,0.43017,0.20689655172413793,0.6790123456790124,0.31579,0.54455,-0.12623,0.3157894736842105,0.4554455445544554
IsolationForest,21,0.52689,0.53934,0.42857142857142855,0.744,0.15789,0.92079,0.11653,0.15789473684210525,0.07920792079207917
Xgboost,21,0.66905,0.65933,0.5666666666666667,0.8073394495412844,0.44737,0.87129,0.34522,0.4473684210526316,0.12871287128712872
RandomForestClassifier,22,0.59904,0.5951,0.4375,0.7757009345794392,0.36842,0.82178,0.20137,0.3684210526315789,0.17821782178217827
DecisionTree,22,0.67405,0.67405,0.5263157894736842,0.8217821782178217,0.52632,0.82178,0.3481,0.5263157894736842,0.17821782178217827
KNN,22,0.63115,0.62637,0.48484848484848486,0.7924528301886793,0.42105,0.83168,0.26473,0.42105263157894735,0.16831683168316836
OneClassSVM,22,0.60671,0.64904,0.4,0.8378378378378378,0.68421,0.61386,0.26626,0.6842105263157895,0.38613861386138615
LocalOutlierFactor,22,0.4272,0.43017,0.20689655172413793,0.6790123456790124,0.31579,0.54455,-0.12623,0.3157894736842105,0.4554455445544554
IsolationForest,22,0.51107,0.51107,0.2894736842105263,0.7326732673267327,0.28947,0.73267,0.02215,0.2894736842105263,0.26732673267326734
Xgboost,22,0.71698,0.71522,0.5945945945945946,0.8431372549019608,0.57895,0.85149,0.43407,0.5789473684210527,0.14851485148514854
RandomForestClassifier,23,0.61064,0.605,0.4666666666666667,0.7798165137614679,0.36842,0.84158,0.22751,0.3684210526315789,0.15841584158415845
DecisionTree,23,0.69941,0.71183,0.5333333333333333,0.851063829787234,0.63158,0.79208,0.40355,0.631578947368421,0.20792079207920788
KNN,23,0.63115,0.62637,0.48484848484848486,0.7924528301886793,0.42105,0.83168,0.26473,0.42105263157894735,0.16831683168316836
OneClassSVM,23,0.60671,0.64904,0.4,0.8378378378378378,0.68421,0.61386,0.26626,0.6842105263157895,0.38613861386138615
LocalOutlierFactor,23,0.4272,0.43017,0.20689655172413793,0.6790123456790124,0.31579,0.54455,-0.12623,0.3157894736842105,0.4554455445544554
IsolationForest,23,0.52746,0.53101,0.34782608695652173,0.7413793103448276,0.21053,0.85149,0.07438,0.21052631578947367,0.14851485148514854
Xgboost,23,0.66905,0.65933,0.5666666666666667,0.8073394495412844,0.44737,0.87129,0.34522,0.4473684210526316,0.12871287128712872
RandomForestClassifier,24,0.59404,0.58859,0.46153846153846156,0.7699115044247787,0.31579,0.86139,0.2025,0.3157894736842105,0.13861386138613863
DecisionTree,24,0.60742,0.60657,0.43243243243243246,0.7843137254901961,0.42105,0.79208,0.21493,0.42105263157894735,0.20792079207920788
KNN,24,0.63723,0.63132,0.5,0.794392523364486,0.42105,0.84158,0.27806,0.42105263157894735,0.15841584158415845
OneClassSVM,24,0.60671,0.64904,0.4,0.8378378378378378,0.68421,0.61386,0.26626,0.6842105263157895,0.38613861386138615
LocalOutlierFactor,24,0.4272,0.43017,0.20689655172413793,0.6790123456790124,0.31579,0.54455,-0.12623,0.3157894736842105,0.4554455445544554
IsolationForest,24,0.48138,0.49648,0.2631578947368421,0.725,0.13158,0.86139,-0.00913,0.13157894736842105,0.13861386138613863
Xgboost,24,0.66262,0.65763,0.5294117647058824,0.8095238095238095,0.47368,0.84158,0.32689,0.47368421052631576,0.15841584158415845
